id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;gouvernance;gouvernance_est_territoire_ressource;democratie_alimentaire;democratie_alimentaire_1_nom_de_laction;democratie_alimentaire_1_etat_davancement;democratie_alimentaire_1_est_ressource;democratie_alimentaire_1_resultat_attendu;democratie_alimentaire_1_resultat_atteint;democratie_alimentaire_1_descriptif;democratie_alimentaire_2_nom_de_laction;democratie_alimentaire_2_etat_davancement;democratie_alimentaire_2_est_ressource;democratie_alimentaire_2_resultat_attendu;democratie_alimentaire_2_resultat_atteint;democratie_alimentaire_2_descriptif;democratie_alimentaire_3_nom_de_laction;democratie_alimentaire_3_etat_davancement;democratie_alimentaire_3_est_ressource;democratie_alimentaire_3_resultat_attendu;democratie_alimentaire_3_resultat_atteint;democratie_alimentaire_3_descriptif;democratie_alimentaire_4_nom_de_laction;democratie_alimentaire_4_etat_davancement;democratie_alimentaire_4_est_ressource;democratie_alimentaire_4_resultat_attendu;democratie_alimentaire_4_resultat_atteint;democratie_alimentaire_4_descriptif;democratie_alimentaire_5_nom_de_laction;democratie_alimentaire_5_etat_davancement;democratie_alimentaire_5_est_ressource;democratie_alimentaire_5_resultat_attendu;democratie_alimentaire_5_resultat_atteint;democratie_alimentaire_5_descriptif;groupes_de_concertation_thematiques_perennes;groupes_de_concertation_thematiques_perennes_1_nom_de_laction;groupes_de_concertation_thematiques_perennes_1_etat_davancement;groupes_de_concertation_thematiques_perennes_1_est_ressource;groupes_de_concertation_thematiques_perennes_1_resultat_attendu;groupes_de_concertation_thematiques_perennes_1_resultat_atteint;groupes_de_concertation_thematiques_perennes_1_descriptif;groupes_de_concertation_thematiques_perennes_2_nom_de_laction;groupes_de_concertation_thematiques_perennes_2_etat_davancement;groupes_de_concertation_thematiques_perennes_2_est_ressource;groupes_de_concertation_thematiques_perennes_2_resultat_attendu;groupes_de_concertation_thematiques_perennes_2_resultat_atteint;groupes_de_concertation_thematiques_perennes_2_descriptif;groupes_de_concertation_thematiques_perennes_3_nom_de_laction;groupes_de_concertation_thematiques_perennes_3_etat_davancement;groupes_de_concertation_thematiques_perennes_3_est_ressource;groupes_de_concertation_thematiques_perennes_3_resultat_attendu;groupes_de_concertation_thematiques_perennes_3_resultat_atteint;groupes_de_concertation_thematiques_perennes_3_descriptif;groupes_de_concertation_thematiques_perennes_4_nom_de_laction;groupes_de_concertation_thematiques_perennes_4_etat_davancement;groupes_de_concertation_thematiques_perennes_4_est_ressource;groupes_de_concertation_thematiques_perennes_4_resultat_attendu;groupes_de_concertation_thematiques_perennes_4_resultat_atteint;groupes_de_concertation_thematiques_perennes_4_descriptif;groupes_de_concertation_thematiques_perennes_5_nom_de_laction;groupes_de_concertation_thematiques_perennes_5_etat_davancement;groupes_de_concertation_thematiques_perennes_5_est_ressource;groupes_de_concertation_thematiques_perennes_5_resultat_attendu;groupes_de_concertation_thematiques_perennes_5_resultat_atteint;groupes_de_concertation_thematiques_perennes_5_descriptif;modalites_dimplication_du_grand_public_perennes;modalites_dimplication_du_grand_public_perennes_1_nom_de_laction;modalites_dimplication_du_grand_public_perennes_1_etat_davancement;modalites_dimplication_du_grand_public_perennes_1_est_ressource;modalites_dimplication_du_grand_public_perennes_1_resultat_attendu;modalites_dimplication_du_grand_public_perennes_1_resultat_atteint;modalites_dimplication_du_grand_public_perennes_1_descriptif;modalites_dimplication_du_grand_public_perennes_2_nom_de_laction;modalites_dimplication_du_grand_public_perennes_2_etat_davancement;modalites_dimplication_du_grand_public_perennes_2_est_ressource;modalites_dimplication_du_grand_public_perennes_2_resultat_attendu;modalites_dimplication_du_grand_public_perennes_2_resultat_atteint;modalites_dimplication_du_grand_public_perennes_2_descriptif;modalites_dimplication_du_grand_public_perennes_3_nom_de_laction;modalites_dimplication_du_grand_public_perennes_3_etat_davancement;modalites_dimplication_du_grand_public_perennes_3_est_ressource;modalites_dimplication_du_grand_public_perennes_3_resultat_attendu;modalites_dimplication_du_grand_public_perennes_3_resultat_atteint;modalites_dimplication_du_grand_public_perennes_3_descriptif;modalites_dimplication_du_grand_public_perennes_4_nom_de_laction;modalites_dimplication_du_grand_public_perennes_4_etat_davancement;modalites_dimplication_du_grand_public_perennes_4_est_ressource;modalites_dimplication_du_grand_public_perennes_4_resultat_attendu;modalites_dimplication_du_grand_public_perennes_4_resultat_atteint;modalites_dimplication_du_grand_public_perennes_4_descriptif;modalites_dimplication_du_grand_public_perennes_5_nom_de_laction;modalites_dimplication_du_grand_public_perennes_5_etat_davancement;modalites_dimplication_du_grand_public_perennes_5_est_ressource;modalites_dimplication_du_grand_public_perennes_5_resultat_attendu;modalites_dimplication_du_grand_public_perennes_5_resultat_atteint;modalites_dimplication_du_grand_public_perennes_5_descriptif
1488;https://france-pat.fr/pat/pat-du-grand-cognac/;"PAT de la Communauté d’Agglomération du Grand Cognac";Nouvelle-Aquitaine;Charente;16045,16097,16150,16186,16204,16399,16151,16169,16116,16152,16153,16171,16243,16402,16012,16304,16330,16349,16366,16013,16032,16050,16102,16174,16387,16352,16369,16139,16193,16018,16088,16355,16056,16089,16233,16057,16090,16163,16216,16234,16316,16058,16145,16217,16340,16165,16218,16359,16060,16220,16277,16297,16077,16167,16343;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Groupe thématique dans le cadre du Conseil de Développement";"Action programmée";non;;;"Création d'un groupe thématique pour impliquer le Conseil de Développement dans le pilotage du PAT ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1489;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-de-royan-atlantique/;"PAT de la Communauté d'Agglomération Royan Atlantique (CARA)";Nouvelle-Aquitaine;Charente-Maritime;17021,17155,17306,17425,17307,17409,17225,17393,17461,17160,17060,17228,17311,17380,17230,17247,17079,17097,17131,17248,17015,17064,17098,17183,17151,17333,17452,17034,17152,17421,17437,17068,17119;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1490;https://france-pat.fr/pat/pat-de-lile-doleron/;"PAT de la Communauté de Communes de l'île d'Oléron";Nouvelle-Aquitaine;Charente-Maritime;17140,17323,17411,17093,17485,17385,17486,17337;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1491;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-haute-saintonge/;"PAT de la Communauté de communes de Haute Saintonge";Nouvelle-Aquitaine;Charente-Maritime;17129,17081,17305,17055,17229,17386,17319,17130,17378,17074,17260,17113,17240,17241,17077,17118,17092,17099,17061,17096,17104,17033,17038,17167,17282,17281,17156,17199,17054,17309,17287,17243,17269,17173,17110,17365,17231,17342,17328,17084,17069,17273,17418,17398,17192,17122,17039,17388,17227,17076,17364,17379,17178,17354,17325,17410,17405,17312,17236,17366,17210,17390,17424,17362,17430,17417,17002,17005,17116,17324,17423,17317,17050,17331,17279,17263,17163,17204,17357,17316,17355,17020,17233,17341,17372,17082,17270,17403,17250,17187,17197,17345,17363,17402,17111,17215,17343,17259,17432,17433,17458,17468,17476,17454,17108,17332,17339,17159,17283,17335,17249,17052,17175,17106,17047,17209,17027,17056,17145,17095,17276,17078,17220,17258,17016,17326,17066,17295,17006;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1492;https://france-pat.fr/pat/pat-de-tulle-agglo/;"PAT e la Communauté d'agglomération Tulle agglo";Nouvelle-Aquitaine;Corrèze;19101,19166,19235,19020,19037,19085,19118,19236,19038,19203,19220,19287,19040,19056,19255,19272,19041,19089,19155,19240,19009,19042,19090,19207,19075,19158,19174,19227,19061,19062,19194,19211,19096,19048,19146,19213,19231,19016,19081,19098,19082,19100,19181;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1493;https://france-pat.fr/pat/pat-du-petr-vallee-de-dordogne-correzienne/;"PAT du PETR Vallée de Dordogne Corrézienne";Nouvelle-Aquitaine;Corrèze;19280,19163,19179,19214,19017,19034,19050,19099,19115,19132,19215,19018,19067,19116,19133,19149,19003,19019,19084,19150,19217,19004,19069,19184,19054,19086,19119,19152,19186,19237,19169,19221,19271,19007,19023,19105,19138,19170,19205,19222,19057,19171,19189,19140,19156,19257,19010,19026,19091,19173,19258,19044,19192,19259,19012,19045,19126,19193,19260,19013,19029,19245,19014,19212;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1494;https://france-pat.fr/pat/mangeons-mieux-mangons-creuse/;"PAT du Département de la Creuse";Nouvelle-Aquitaine;Creuse;23005,23021,23037,23053,23069,23086,23103,23119,23138,23155,23173,23189,23205,23221,23238,23254,23006,23022,23038,23054,23070,23087,23104,23120,23139,23156,23174,23190,23206,23222,23239,23255,23007,23023,23039,23055,23071,23088,23105,23122,23140,23157,23175,23191,23207,23223,23240,23257,23008,23024,23040,23056,23072,23089,23106,23123,23141,23158,23176,23192,23208,23224,23241,23258,23009,23025,23041,23057,23073,23090,23107,23124,23142,23159,23177,23193,23209,23225,23242,23259,23010,23026,23042,23058,23074,23091,23108,23125,23143,23160,23178,23194,23210,23226,23243,23260,23011,23027,23043,23059,23075,23092,23109,23127,23144,23162,23179,23195,23211,23227,23244,23261,23012,23028,23044,23060,23076,23093,23110,23128,23145,23164,23180,23196,23212,23228,23245,23262,23013,23029,23045,23061,23077,23095,23111,23129,23146,23165,23181,23197,23213,23229,23246,23263,23014,23030,23046,23062,23078,23096,23112,23130,23147,23166,23182,23198,23214,23230,23247,23264,23015,23031,23047,23063,23079,23097,23113,23131,23148,23167,23183,23199,23215,23232,23248,23265,23016,23032,23048,23064,23080,23098,23114,23132,23149,23168,23184,23200,23216,23233,23249,23266,23001,23017,23033,23049,23065,23081,23099,23115,23133,23150,23169,23185,23201,23217,23234,23250,23002,23018,23034,23050,23066,23082,23100,23116,23134,23151,23170,23186,23202,23218,23235,23251,23003,23019,23035,23051,23067,23083,23101,23117,23136,23152,23171,23187,23203,23219,23236,23252,23004,23020,23036,23052,23068,23084,23102,23118,23137,23154,23172,23188,23204,23220,23237,23253;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1495;https://france-pat.fr/pat/pat-du-grand-bergeracois/;"PAT du Grand Bergeracois";Nouvelle-Aquitaine;Dordogne;24054,24225,24244,24282,24413,24523,24558,24073,24132,24148,24189,24226,24338,24357,24454,24472,24542,24167,24246,24359,24378,24415,24560,24037,24168,24191,24228,24267,24340,24379,24437,24212,24287,24361,24492,24022,24193,24288,24345,24441,24005,24023,24060,24080,24194,24231,24289,24306,24382,24419,24494,24584,24024,24195,24272,24290,24307,24347,24383,24420,24495,24514,24566,24043,24176,24273,24327,24348,24384,24405,24461,24532,24549,24045,24083,24140,24177,24197,24274,24292,24349,24385,24445,24568,24027,24237,24276,24370,24407,24423,24446,24499,24534,24028,24048,24257,24277,24351,24483,24570,24126,24143,24182,24278,24331,24501,24536,24051,24068,24222,24260,24279,24296,24334,24373,24572,24052,24088,24145,24223,24242,24280,24374,24393,24186,24224,24281,24487;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1496;https://france-pat.fr/pat/pat-du-pnr-perigord-limousin/;"PAT du Parc naturel régional Périgord Limousin";Nouvelle-Aquitaine;"Dordogne, Haute-Vienne";24101,24253,24479,24548,87032,87115,87066,87082,24328,24481,24498,87034,87150,24064,24218,24311,24551,87084,87187,87204,24180,87036,87135,87168,87037,87137,87189,24353,24410,87054,87154,24411,24428,24451,24486,87106,24070,24163,24394,87073,24016,24071,24111,24541,87124,87141,24055,24209,24489,87091,87158,24056,24095,24133,24525,87027,87060,87092,87126,24001,24398,87044,87111,24248,87029,87112,24269,24381,24458,24528,87046,87162,87199,24100,24214,24271,24403,24565,87031;oui;oui;oui;"Mise en place d'un groupe citoyen ""La Fabrica""";"Action réalisée";oui;;https://www.pnr-perigord-limousin.fr/revision-de-la-charte/dialogue-territorial/;"Dans le cadre de la révision de la Charte, les élus du comité syndical du Pnr Périgord-Limousin ont souhaité s’appuyer sur un groupe de travail constitué d’habitants : « La fabrica », en complément des instances déjà en place.

L’objectif était de réunir des habitants du territoire qui connaissent ou non les actions du Parc et de recueillir leurs attentes pour leur territoire sur la période 2026-2041. Pour cela, un grand tirage au sort a été organisé sur les listes électorales.

Chaque mairie a fait remonter au Parc le nombre d’inscrits sur sa liste électorale. Le Parc a tiré au sort 10 ou 15 numéros (selon le nombre d’habitants sur la commune) entre 1 et le nombre d’inscrits indiqué et les a transmis aux mairies. Chaque mairie a identifié les personnes correspondant aux numéros et leur a envoyé le courrier d’invitation pour participer à La fabrica. 100 personnes ont répondu positivement pour participer à La fabrica.

Des ateliers ont été proposés aux habitants volontaires, afin qu’ils puissent émettre des propositions sur les grands enjeux du territoire. Les volontaires ont été répartis en 4 groupes : Nontron, La Coquille, Châlus et Rochechouart qui se sont chacun réunis à 3 reprise. Leur travail a part la suite été présenté aux élus lors d’une restitution commune.

Le mandat de La Fabrica étant consultatif, les élus du périmètre d’étude pourront choisir de reprendre ou non les propositions formulées lors de la rédactions de la charte. Les conclusions des ateliers de La fabrica sont disponibles au téléchargement sur le site du Parc.  https://www.pnr-perigord-limousin.fr/revision-de-la-charte/dialogue-territorial/";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Forum de l'Alimentation en Périgord Limousin";"Action réalisée";oui;;"3 forums ont été organisés, pour au total plus de 50 participants de structures différentes";"Un forum de lancement en 2017 sous forme de ""Forum Ouvert"", 50 participants
En 2019, un nouveau forum ""Le temps d'un premier bilan"" 30 participants
En 2020, une 3e Forum ""Le Territoire Passe à Table"" 47 participants, sous forme de jeux de rôles
A chaque fois, les partenaires, les élus du territoire mais aussi des acteurs de l'agriculture et de l'alimentation étaient invités. Il s'agissait à la fois de temps de partage et de construction des actions du PAT. ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1497;https://france-pat.fr/pat/pat-du-pays-de-lisle-en-perigord/;"PAT du Syndicat Mixte du Pays de l'Isle en Périgord";Nouvelle-Aquitaine;Dordogne;24123,24256,24329,24350,24010,24159,24220,24294,24312,24371,24424,24500,24518,24011,24029,24160,24259,24295,24372,24390,24409,24449,24465,24484,24571,24108,24161,24205,24426,24502,24031,24162,24297,24468,24521,24032,24053,24146,24299,24318,24540,24557,24034,24208,24094,24165,24264,24414,24576,24190,24266,24285,24436,24543,24115,24211,24322,24456,24562,24002,24135,24380,24399,24457,24527,24581,24059,24077,24098,24213,24251,24362,24418,24442,24459,24061,24138,24155,24365,24102,24139,24156,24234,24421,24444,24480,24026,24104,24157,24236,24309,24422,24462;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1498;https://france-pat.fr/pat/pat-de-bordeaux-metropole/;"PAT de Bordeaux Métropole";Nouvelle-Aquitaine;Gironde;33063,33312,33032,33065,33281,33449,33119,33167,33434,33550,33003,33200,33249,33519,33004,33069,33318,33487,33522,33039,33056,33273,33075,33376,33192,33013,33096,33162;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1499;https://france-pat.fr/pat/pat-rive-droite/;"PAT Rive Droite";Nouvelle-Aquitaine;Gironde;33032,33119,33167,33249;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1500;https://france-pat.fr/pat/pat-sud-gironde/;"PAT du Sud Gironde";Nouvelle-Aquitaine;Gironde;33046,33130,33178,33227,33294,33310,33327,33428,33479,33513,33030,33115,33195,33244,33311,33346,33429,33463,33031,33048,33098,33116,33164,33180,33212,33279,33329,33547,33081,33197,33398,33432,33465,33017,33050,33066,33231,33331,33533,33002,33232,33450,33484,33068,33102,33120,33152,33216,33367,33418,33435,33036,33053,33137,33169,33250,33334,33352,33452,33504,33536,33552,33021,33054,33170,33202,33235,33251,33403,33453,33537,33087,33155,33171,33187,33270,33287,33336,33438,33007,33072,33106,33156,33188,33204,33221,33237,33253,33271,33288,33337,33355,33507,33024,33040,33205,33254,33289,33305,33440,33457,33508,33074,33158,33190,33239,33255,33306,33323,33357,33391,33491,33026,33111,33291,33307,33392,33510,33027,33060,33076,33144,33176,33225,33241,33308,33343,33359,33511,33543,33095,33113,33276,33411,33444,33512;oui;non;non;"Participation et suivi du projet de la Sécurité sociale de l'alimentation. ";"Action en cours";non;"Améliorer l'accès à une alimentation saine et l'efficacité de la collaboration entre acteurs locaux.";"Participantion à la mise en place de l'experimentation du projet";"À partir d'avril 2024, 400 Girondins participent à l’expérimentation de la SSA en Gironde. Ce projet vise à favoriser une alimentation de meilleure qualité, en circuit court, tout en augmentant le pouvoir d'achat alimentaire et en sécurisant les revenus des agriculteurs locaux. Le PAT contribue et son implication se manifeste à travers plusieurs actions : suivi continu du projet, point d'accueil à Cap Solidaire, participation au conventionnement de lieux de vente, et réflexion sur un événement commun dans la caisse locale comme la distribution de paniers ou des ateliers de sensibilisation via l'Auringleta.
";"Conseil alimentaire territorial (à définir 8 aout) ";;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;" Mobiliser les partenaires autour du PAT via plusieurs groupes de travail";"Action en cours";oui;"Mise en place d'actions reflechies au sein des groupes de travail formées. Poursuivre le travail amorcé par le biais du cycle alimentation-santé 2023-2024";"Premier reunion du groupe de travail Accesibilité alimentaire et Foncier Agricole. En cours: creation de groupe de travail ""santé-médico-social""";"Développer et mettre en œuvre des actions thématiques au sein de la communauté du PAT en utilisant des groupes de travail :

-  Formation des groupes de travail : Les axes définis donneront naissance à des groupes de travail thématiques composés d'acteurs motivés de la communauté du PAT.
- Précision et validation des actions : Les groupes de travail préciseront les actions proposées. Ces actions seront ensuite soumises à la validation politique, conformément à l’organigramme de gouvernance établi, avant leur mise en œuvre.
- Définition des critères : Définir collectivement les critères d’évaluation et de réussite des actions. Évaluer leur contribution réelle à la réalisation des objectifs stratégiques.

En 2024, une première réunion pour l’accessibilité alimentaire et le foncier agricole a eu lieu. Dans le cadre du CLS, nous souhaitons créer et animer un groupe « santé-médico-social » au sein du PAT pour développer un programme d’actions pour la période 2024-2029. Ce groupe de travail pourrait être coanimé avec Promotion Santé.

Public cible: Acteurs du PAT : Agriculteurs, transformateurs, distributeurs, institutions locales, associations, citoyens impliqués dans l'alimentation durable. Réseaux soignants, aidants, éducateurs.

Moyens dédiés:
""- 1 Équivalent Temps Plein (ETP) : L’animatrice du PAT
- Locaux : Salles de réunion pour les groupes de travail, équipements pour les sessions en présentiel et à
distance.
- Ressources matérielles : Supports de communication, outils de suivi de projet, organisation d'événements et réunions.
- Encadrement : Pilotage par le Conseil d'Administration de Cap Solidaire et le groupe projet PAT (le SICTOM, Auringleta et le Pole Territorial Sud Gironde).""

";;"Action programmée";oui;;"Action programmée";;;;non;;;;;;non;;;;;;non;;;;oui;"Coordination et animation du Projet Alimentaire Territorial + Création d'un Conseil Alimentaire Territorial (CAT)";;oui;"Coordination fluide entre les acteurs du PAT. Mise en place efficace des projets alimentaires. Promotion et valorisation du PAT à l’échelle du territoire. Accroissement de l’accessibilité alimentaire. Etudier la possibilité de la mise en place d'un conseil d'alimentation territorial. Meilleure coordination des actions alimentaires sur le territoire.";"Mise en place d’une interface opérationnelle entre les parties prenantes. Animation et suivi régulier des projets du PAT. Participation active aux réunions thématiques et événements. Conseils aux collectivités pour la mise en œuvre du programme « Lait et Fruits à l’école ». Progrès dans les actions d’accessibilité alimentaire.";"Assurer la coordination efficace du Projet Alimentaire Territorial (PAT) et débuter l'étude pour la création du Conseil Alimentaire Territorial (CAT), visant à favoriser la concertation et la coordination des actions liées à l'alimentation durable sur le territoire.

Objectifs spécifiques :

Coordination du PAT : Faciliter l'interaction entre les parties prenantes, organiser les réunions, promouvoir les actions du PAT, suivre les projets, et conseiller les acteurs locaux et les collectivités.

Étude pour la création d'un Conseil Alimentaire Territorial CAT : Réunir les acteurs locaux (collectivités, associations, producteurs, consommateurs) pour étudier les modalités de création du CAT, structurer les échanges, proposer des actions concrètes, suivre les projets alimentaires, et promouvoir une gouvernance partagée.

Public cible :   Acteurs territoriaux de l'alimentation: Collectivités, porteurs de projets alimentaires, acteurs du groupe projet, associations, producteurs, et consommateurs. Bénéficiaires : Écoles, collectivités locales, et population du Sud Gironde. 


Moyens dédiés :

-1 Équivalent Temps Plein (ETP) : L’animatrice du PAT
- Ressources matérielles : Supports de communication, outils de suivi de projet, organisation d'événements et réunions.
- Encadrement : Pilotage par le Conseil d'Administration de Cap Solidaire et le groupe projet PAT (le SICTOM, Auringleta et le Pole Territorial Sud Gironde).";;"Action programmée";oui;;;;;;non;;;;;;non;;;;;;non;;;
1501;https://france-pat.fr/pat/pat-du-grand-libournais/;"PAT du Grand Libournais";Nouvelle-Aquitaine;Gironde;33071,33079,33282,33153,33078,33209,33148,33064,33402,33303,33157,33466,33133,33168,33186,33015,33350,33185,24466,33147,33196,33531,33194,33207,33394,33478,33437,33108,33191,33124,33347,33243,33546,33332,33447,33524,33179,33317,33548,33539,33298,33480,33413,33127,33361,33375,33301,33401,33460,33421,33210,33344,33296,33319,33488,33468,33257,33459,33384,33390,33420,33426,33396,33485,33166,33138,33472,33315,33088,33385,33373,33001,33154,33259,33356,33174,33414,33364,33407,33082,33016,33451,33470,33365,33320,33295,33219,33316,33020,33223,33247,33277,33526,33386,33173,33342,33222,33052,33328,33269,33246,33094,33378,33369,33160,33360,33354,33467,33377,33242,33045,33181,33499,33461,33406,33264,33393,33230,33532,33387,33445,33362,33509,33062,33442,33198,33302,33290,33542,33462,33324,33261,33014,24335,33218,33034;oui;non;oui;"Création d'un Comité Local Agricole et Alimentaire Grand Libournais ";"Action programmée";non;"dialogue territorial, interconnaissance, partage d'objectifs.";;"Le Comité Local de l'Agriculture et de l'Alimentation est une instance de concertation qui regroupe l'ensemble des partenaires impliqués dans la mise en œuvre du PAT. 
Il permet de faire état des travaux déployés par les groupes de travail thématiques, de partager des informations ( ou des réflexions) et d'être force de propositions pour faire évoluer le programme PAT pour répondre aux besoins non couvert qui pourraient être identifiés. 
Cette instance permet de sensibiliser le public à une compréhension transversale des enjeux agricoles  et alimentaires et ainsi faciliter le dialogue et le consensus. ( élus, partenaires institutionnels, partenaires associatifs, entreprises, habitants …)
 ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Concertation à travers l'animation de groupes de travail thématiques
";"Action en cours";non;"créer une interconnaissance et faire émerger des actions collectives";;"Animation 
GT solidarités alimentaires ( coordination par le Département / EPCI ) 
GT approvisionnement en restauration Collective 
GT Développement économique agricole et alimentaire
GT Action de communication grand public ( Fête de l'Agriculture) 
GT Ordonnances vertes 
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1502;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-montesquieu/;"PAT de la Communauté de Communes de Montesquieu";Nouvelle-Aquitaine;Gironde;33077,33080,33213,33448,33501,33037,33454,33023,33238,33474,33109,33206,33274;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1503;https://france-pat.fr/pat/pat-du-coeur-entre-deux-mers/;"PAT Coeur Entre-Deux-Mers";Nouvelle-Aquitaine;Gironde;33140,33304,33523,33008,33057,33141,33189,33025,33043,33059,33093,33175,33224,33358,33408,33044,33112,33275,33292,33409,33443,33028,33061,33129,33145,33226,33258,33293,33427,33345,33379,33496,33131,33163,33278,33446,33245,33363,33381,33397,33431,33464,33481,33515,33049,33099,33117,33149,33165,33330,33482,33516,33033,33118,33150,33263,33349,33399,33433,33483,33549,33083,33135,33215,33299,33400,33518,33534,33084,33136,33283,33535,33085,33103,33121,33201,33234,33419,33520,33086,33335,33353,33505,33105,33139,33252,33372,33404,33506,33554;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1505;https://france-pat.fr/pat/pat-du-pays-barval/;"PAT du Pays Bassin d'Arcachon - Val de l'Eyre";Nouvelle-Aquitaine;Gironde;33284,33436,33005,33236,33555,33009,33042,33011,33527,33029,33529,33260,33498,33229,33051,33199,33019;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Fête du PAT “Les pieds dans l’PAT”";"Action en cours";oui;;;"La Fête du PAT (évènement grand public annuel au cours duquel les volontés et idées des habitants sont recueillies), Implication des membres du Conseil de Développement du Pays BARVAL, assurant un rôle d’ambassadeur du PAT. ";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1506;https://france-pat.fr/pat/pat-du-cubzaguais-nord-gironde/;"PAT des Communautés de communes Latitude Nord Gironde et Grand Cubzaguais";Nouvelle-Aquitaine;Gironde;33114,33228,33530,33415,33018,33067,33151,33183,33366,33233,33266,33486,33285,33553,33123,33321,33439,33473,33489,33272,33339,33126,33142,33341,33525,33143,33425,33492;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mettre en place des groupes de travail thématiques";"Action réalisée";non;;;"Créer des groupes de travail sur les deux premiers axes thématiques :

Axe 1 : Améliorer la capacité alimentaire du territoire 
- Ressource en eau 
- Foncier 
- Accompagnement des porteurs de projet 

Axe 2 : Favoriser une alimentation locale, de qualité et accessible à tous
- Restauration collective et le gaspillage alimentaire
- Alimentation Sociale et Solidaire
- Sécurité Sociale de l'Alimentation ";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
