"doc";"text.lemma"
"text367";"issue mois enquête grand enjeu apparaître enjeu soutenir installation porteur projet agricole conversion agriculture biologique agriculteur proche retraite porteur projet vouloir installer agir faciliter transmission fermer terre aller toutes agrandissement constituer fermer devenir intransmissible trop grand surface faciliter accès foncier bâtir agricole soutenir porteur projet issu milieu agricole aider mûrir idée devenir projet viable soutien conversion agriculture biologique également indispensable protéger biodiversité local supprimer émission gaz serrer lier usage intrant chimique récupérer qualité eau enjeu développer lien producteur consommateur travail agriculteur quoi nourrir problème pollution lier mode production actuel agriculteur subir critique souffrir recréer lien agriculteur mangeur créer débouché produit local donner envie agriculteur sortir seul circuit long permettre meilleur rémunération producteur réduction nombre intermédiaire favoriser meilleur reconnaissance profession agricole renouer lien distendre homme terre manger terre vouloir donner enjeu encourager autoproduction alimentaire optique renouer terre sortir condition homme femme moderne sol autoproduction enjeu essentiel apprendre signifier faire pousser plante soin nécessiter également assurer ménage approvisionnement produit frais bon qualité transformer moindre coût parcourir millier kilomètre arriver assiette potager familier penser pouvoir constituer espace précieux récupération biodiversité enjeu accompagner changement mode consommation alimentaire alimentation carné transformer condition arriver alimentation relocalisé issue principalement agriculture biologique réduire part surface agricole destiner production produit animal viande lait également chose souhaitable santé produit gras viande produit transformer sucre légume légumineuse indication diététicien faire évoluer régime alimentaire falloir savoir cuisiner repas viande repas légumineuse trouver protéine besoin enjeu favoriser accès tous alimentation sain local alimentation sain local apanage classe moyen aisé société tout monde accès type alimentation collaboration cantine structure aide alimentaire solidarité agriculteur essentiel assurer accessibilité tous éducation alimentation destination tous également levier travailler"
"text369";"coordonner fédérer acteur alimentation valoriser acteur alimentation favoriser culture commun sujet alimentation travailler moyen organisation restaurant collectif développer approvisionnement produit qualité restauration collectif valoriser acteur restauration collectif identifier recenser caractériser filière local accompagner encourager développement économique acteur local filière alimentaire donner moyen collectivité suivre agir foncier agricole favoriser installation-transmission exploitation agricole soutenir viabilité exploitation agricole sensibiliser manger cuisiner encourager autoproduction alimentaire développer soutenir dispositif accès alimentation"
"text37";"espace agricole occuper place important métropole sau exploitation fortement orienter élevage exploitation viande lait si compte total production agricole exploitation produire sous signe qualité agriculture-biologique label aop igp près moitié valoriser production circuit courir vente agriculture stéphanois exprimer uniquement espace rural également intra urbain culture historique jardin ouvrier marque identité voir également développer initiative matière agriculture urbain travers dispositif quartier fertile anru question approvisionnement eau centrale absence réserve souterrain pression foncier issue concurrence usage agricole rémunérateur également manifester puisque espace agricole productif disparaître année urbanisation consommation foncier masquer loisir parcelle lier habitation question transmission reprise exploitation image majorité français enjeu poids agriculture agroalimentaire économie métropole indéniable emploi direct emploi total emploi induire agroalimentaire toute logique filière viande lait fortement représenter traduire présence grand groupe national international sicarev sodiaal lactalis outil logistique associé nombre premier transformation seconde transformation circuit industriel cohabiter initiative ancrage local épicerie proximité plateforme logistique local parfois lien nouveau forme commercialisation supermarché coopératif drive local restauration collectif correspondre repas servir quotidiennement école maternel primaire métropole produit local bio menu structure public gestion terme commercialisation métropole démarquer fréquentation fort historique marché plein vent compte ajouter amap point vente collectif revenir annuel médian ménage euro revenir inférieur moyenne national métropole souffrir fort fragilité social foyer métropolitain situation pauvreté échelle quartier accès alimentation qualité rendre compliqué raison offrir commercial présenter insuffisamment diversifier sphère associatif dynamique accompagnement proposer apparaître disparate ponctuel prendre compte notion choix bénéficiaire aide"
"text370";"emploi secteur agricole représenter emploi commun niveau national nombre exploitant diminuer âge moyen augmenter nombre exploitation baisser taille restant accroître an perdre près terre agricole exploitation commun riche grand variété production agricole laitier porcin légumier quasi exclusivement issue agriculture conventionnel intégrer filière long système coopératif propice développement offrir circuit courir local production exister frein système exploitation agricole durable manquer surface agricole investissement destiner augmentation productivité rentabiliser effort investissement formation changement pratique entreprendre mutation augmentation valeur ajouter lier transformation vente place prix achat valoriser suite conversion bio sembler compenser surface cultiver bio commun conséquent très faible concerner activité maraîcher circuit courir destinée majoritairement vente place marché local restauration collectif écart volume produit consommer éloquent seul exploitation porcin fournir porc ensemble habitant commun produire tomate population consommer fruit volaille céréale destination alimentation humain déficitaire rapport besoin population côté produit mer ressource qualité exister rencontrer demander local méconnaissance prix rester commun reconnaître spécificité local élevage ormeau récolte transformation algue périmètre communal acteur jouer rôle clef système alimentaire local localiser rayon centaine coopératif abattoir plate-forme logistique rayon équivalent trouver acteur transformation usine grossiste apparaître manquer communication producteur consommateur local agriculteur interroger sentir méconnu déconsidérer envisager consommation produit local bio niche phénomène destiner devenir tendance fond consommateur local enquêter bon opinion agriculteur tourner qualité achat prix supérieur répondant souhaiter voir développer offrir produit biologique commun frein évoquer approvisionnement local consommateur commerce bouche manquer diversité produit difficulté accès éparpillement géographique point vente horaire ouverture adapter prix"
"text371";"alimentaire agglomération chercher répondre trois enjeu identifier démarche coconstruction pat pérenniser activité agricole halieutique contexte changement climatique foncier outil production favoriser création maintien emploi local délocalisable restauration collectif circuit-court communication métier donner toutes tous accès alimentation sain local saison social santé culture"
"text372";"partie ville pionnier transition alimentaire développer politique fort alimentaire durable pad inscrire démarche national projet alimentaire territorial pat objectif développer programme partager valeur matière santé assurer tous alimentation sain nutritif environnemental préserver écosystème ressource égalité social oeuvrer justice grâce prix équitable tant producteur consommateur économique faciliter coopération ensemble acteur participer développement innovation optimisation ressource humain engagement prendre sentir partager tous niveau action acteur associatif chercheur producteur transformateur alimentaire agent collectivité territorial élu réunir atelier thématique coconstruire suite pad particularité bénéficier imbrication plan alimentaire territorial pad porte action échelle cohérence stratégie agriculture alimentation durable développer métropole oeuvre faveur alimentation durable grâce niveau action public restauration collectif repas préparer jour crèche restaurant scolaire établissement hébergement personne âgé dépendant ehpad restaurant administratif promotion santé mettre politique public matière solidarité agriculture urbain offrir commercial engagement convive restaurant collectif vouloir assurer tous repas plaisir composé produit durable qualité varié adapter besoin profil convive réaliser cuisinier professionnel habitant habitant engager faire droit accès alimentation durable sain condition ressource respect essentiel liberté choix agir également promouvoir alimentation agriculture durable transmettre geste culinaire partager culture commun matière alimentation"
"text373";"communauté périurbain ouest composer commun habitant attractif grâce proximité meilleur accessibilité immobilier population croître part croissant cadre profession intellectuel supérieur profession intermédiaire retraité employé représenter proposer service varié école infrastructure sportif gare hôpital commerce population an représenter supérieur moyenne national an représenter ligne niveau éducation améliorer baisser personne diplôme augmentation diplômé supérieur taux pauvreté inférieur moyenne national niveau vie médian légèrement supérieur précarité alimentaire hausse secteur agricole connaître baisser exploitation taille moyenne exploitation augmenter production bovin laitier dominer culture maraîcher fruitier rester marginal vieillissement chef exploitation poser défi transmission fermer forêt massif hectare atout écologique majeur agriculture urbanisation menacer biodiversité érosion sol devoir pratique agricole intensif préoccupant enjeu clé société sensibilisation choix alimentaire gestion déchet intégration politique santé climat via restauration collectif social accès alimentation sain local prix abordable filière développement circuit court proximité présentation pat  communauté initier action alimentaire soutenir agriculture local travers approvisionnement restaurant collectif particulier cantine scolaire parallèlement action sensibilisation alimentation durable mener auprès convive restaurant scolaire école résultat encourageant mobilisation important acteur communauté souhaiter donner nouvelle dimension pat accompagner structure population changement nécessaire véritable transition alimentation local qualité optique pat labéliser niveau octobre obtenir soutien financier cadre relancer renforcer poursuivre développement projet volonté collectivité partenaire établir diagnostic agricole alimentaire évaluer opportunité créer légumerie accompagner professionnel restauration collectif commercial cuisine sain durable sensibiliser tous public agir faveur justice social santé tous"
"text374";"mi-chemin communauté commun romantique compte habitant regrouper commun dominant rural sau agriculture biologique dynamique démographique positif an attirer foyer modeste souhaiter bénéficier cadre vie qualité foncier accessible éloigner aire emploi service structure commun"
"text375";"chantier agriculture alimentation durable définir chantier prioritaire pat comporter cadre stratégique agriculture alimentation durable plan action agir toute chaîne alimentaire document croiser enjeu économique sanitaire environnemental justice social finalité pat permettre habitant habitant métropole accéder alimentation sain durable ajouter objectif préservation terre agricole assurer agriculteur condition travail rémunération satisfaisant maintenir emploi écosystème alimentaire métropolitain pat ambitionner réduire impact activité agricole environnement"
"text376";"eau bouche plan alimentaire pays répondre tout enjeu global enjeu local niveau global viser trouver réponse innovant face système agricole alimentaire remettre cause lumière impact environnemental sanitaire social économique réglementaire niveau local répondre problématique suivant rural périurbain périphérie régional exclusivement desservir route également marginaliser domaine réseau communication immatériel très débit niveau vie plutôt faible taux emploi induire situation fort précarité financier nord laisser présager difficulté accès choix alimentation jeune adulte personne âgé prévalence élevé diabète pathologie cardio-vasculaire sol potentiel agricole soumettre épreuve changement climatique réservoir eau potable premier importance ressource dégradé qualitativement ressource alimentaire local diversifier raison production majoritairement orienter production lait déficit fruit légume majorité fermer laitier conduite manière intensif filière long laisser marge évolution système départ retraite attendre année venir contexte repreneur issu milieu agricole attirer élevage absence solution traitement déchet alimentaire échelle pays proximité enjeu pat formaliser issue travail diagnostic suivant augmenter offrir produit alimentaire brut local adapter restauration collectif développer capacité transformation fruit légume lait viande organiser offrir logistique transport répondre besoin restauration collectif important volume établissement délégation service contraindre marché grand échelle accompagner augmentation recours circuit proximité favoriser compréhension implication acteur habitant projet eau bouche garantir toutes tous accès digne alimentation sain durable issue premier phase programmation enjeu suivant ajouter adresser type consommateur produit local particulier restauration privé restauration entreprise artisan commerçant alimentaire mobiliser élu communal favoriser action décloisonner incitatif changement"
"text377";"contexte communauté réunir commun habitant superficie habitant communauté agricole élevage vache laitier bovin lait otex sau représenter exploitation agricole enregistrer circuit court selon recensement agricole ensemble exploiter agriculture-biologique agriculture occuper place prépondérant enjeu permettre activité économique social environnemental pouvoir participer activement système alimentaire global connaître année progression population besoin alimentaire restauration domicile commerce social accompagnement public précaire ambition agricole alimentaire territorial communauté projet structurer service système agricole alimentaire rôle collectivité travers paat accompagner ensemble acteur système alimentaire répondre attente dynamique territorial global paat participer maintien développement agriculture durable délocalisable grâce développement consommation local domicile participer également résilience terme santé emploi local transition écologique habitant largement attractif économique résidentiel touristique"
"text378";"engager année faveur agriculture durable respectueux environnement communauté commun prendre compétence optionnel agriculture proximité compétence élargir action soutien développement promotion agriculture biologique annonce plan relancer lancer labéllisation alimentaire territorial durée an projet alimenter diagnostic potentiel développement agriculture biologique réaliser cadre territorial coconstruire agrobio communauté commun engager définition stratégie ambitieux alimentaire territorial labéllisation niveau période stratégie construire trois grand enjeu circuit alimentaire transition agricole précarité gaspillage alimentaire"
"text379";"communauté commun émeraude composer commun grand partie littoral attrait touristique enjeu économique majeur nombre exploitation agricole baisser proportionnellement évolution nombre exploitation augmentation taille parallèle pression urbanisation réduire superficie agricole utile apporter problématique foncier activité touristique engendrer nombre visiteur annuel expansion saison estival weekend conséquence augmenter demander alimentaire venir compléter restauration collectif semaine vacance scolaire diagnostic permettre identifier importance volume production alimentaire modéré diversification limité spécialisation domaine laitier céréalier production légume également présenter concentrer gamme diversifier enjeu important émerger logistique transport stockage toutes étape filière renouvellement agricole contraindre disponibilité foncier secteur productif structurer interconnexion entreprise agricole faible attente habitant terme alimentation local exister offrir répondre nombre critère terme nature accessibilité association aide alimentaire signaler hausse important fréquentation problématique logistique stockage distribution denrée alimentaire fraiche"
"text38";"communauté commun lancer démarche volontaire élaboration alimentaire territorial pat projet inscrire contexte loi avenir agriculture alimentation forêt loi egalim but pat donner cadre stratégique opérationnel action partenarial viser répondre problématique territorial enjeu principal favoriser ancrage territorial alimentation diagnostic agricole alimentaire réaliser interne charger mission embaucher février diagnostic effectuer concertation acteur local conduire identification grand enjeu territorial répondre année consacrer construction plan action plan action rédiger objectif développer alimentation sain local permettre transition modèle durable plan action penser an construire grand axe présenter rassembler action soutenir agriculture résilient viable économiquement durable structurer filière production local durable fort valeur ajouter favoriser alimentation sain local durable accessible tous affirmer pérenniser rôle pilotage territorial démarche pat"
"text380";"alimentaire territorial pat notion inscrire loi avenir alimentation agriculture octobre article affirmer importance ancrage territorial définition politique national alimentation pat constituer ensemble initiative local coordonnée cadre stratégie territorial global transversal viser développer système alimentaire territorial structurer économie agroalimentaire rapprochement acteur impliquer système développement alimentation local durable qualité schéma aménagement développement économique sade constituer feuille route action agglomération matière développement territorial année venir objectif définition stratégie priorité action domaine aménagement développement économique social cadre mission rural proposer déploiement ligne directeur sein schéma développement rural restreindre cibler prioritairement zone rural lien schéma développement rural plan action coconstruire acteur terrain producteur consommateur périmètre intervention valider conseil communautaire novembre puis renforcer mettre application volet agricole conseil communautaire approuver délibération décembre prendre compétence complémentaire suivant création communautaire espace-test agricole archipel comprendre réalisation programme expérimental voir développement nouveau niche production végétal atelier collectif transformation accompagnement technique matériel bénéficiaire dispositif précité pat phase émergence correspondre axe schéma développement rural axe intervention nommer agir campagne vivant créatif contribuer développement agglomération porteur agriculture innovant garant maintien paysage porteur valeur ruralité moderne authentique enjeu principal alimentaire territorial agglomération répondre principalement besoin produire manger éducation alimentation lutte gaspillage alimentaire évaluation interne schéma directeur permettre évaluer démarche global reconduire schéma développement agricole rural cadre base pat niveau voir également jour coconstruction initier travers atelier ruralité largement réunir partenaire institutionnel socioprofessionnel atelier premier bilan enjeu jeudi juin centre social périr trentaine participant partager évaluation précédent schéma développement rural puis débattre enjeu atelier enjeu nouveau action jeudi juillet mairie près quarante acteur organisé trois groupe travail thématique imaginer piste action futur schéma développement total près participant contribuer imaginer futur schéma intégrer pat grâce échange fructueux enjeu condition réussite démarche trois enjeu global considérer horizon justice socio-spatiale accès alimentation accès service essentiel fondamental accès nature culture changement global impact ressource allocation nouveau norme injonction zero-artificialisation-nom capacité contributif transition diversité vivre ensemble mixité social gentrification citoyenneté partager construire renouveau rural bilan communautaire labéliser alimentaire territorial pat niveau cadre permettre agir campagne vivant créatif contribuer développement agglomération porteur agriculture innovant garant maintien paysage porteur valeur ruralité moderne authentique travers action suivant action encourager installation agriculture maraîcher biais espace-test agricole action démultiplication espèce fruitier endémique voir développement nouvelle niche production arboricole résistant contamination action mettre culture parcelle agricole laisser abandon action ouverture outil marchand producteur artisan u distributeur automatique réfrigérer action étude faisabilité création légumerie capacité alimenter cantine rendre compte action mener cadre pat trouver document ficher bilan action précité orientation stratégique projet radar porter schéma développement agricole rural intégrer pat naître ambition réaliste imaginer action continuité précédent schéma tout adapter contexte enjeu titre retrouver action cours actuel schéma puis nouveau stratégie reposer part scénario renouveau agricole allier savoir-faire ancien encourageant innovation puis part capacité ruralité développer atout optique différenciation appropriation secteur secteur acronyme radar symboliser vigilance persévérance toutes action prévoir sortir champ vision politique public agriculture trouver toute place naturellement préoccupation préserver foncier agricole tout veiller périmètre limiter compétence agglomération matière compétence permettre toutefois animer développement économique secteur rural susciter vocation soutenir savoir-faire valorisation ressource local quant transition écologique énergétique filigrane précédent schéma projet radar vouloir vertueux cadre vie attractivité soutenable ménager ressource appeler vrai prendre conscience collectif schéma nécessiter associer partenaire société civil démarche participatif comporter également accompagnement commun matière ingénierie meilleur ancrage territorial axe stratégique sdar horizon axe décliner action total action décliner tour général série opération agir agriculture durable innovant soutenir économie rural proximité préserver cadre vie accompagner transition écologique énergétique renforcer gouvernance consolider ingénierie service ruralité pat exposer représenter seul axe schéma développement agricole rural diagnostic présenter temps dialogue territorial engager permettre faire ressortir enjeu sous-objectif stratégique sos permettre décliner objectif premier pat agir agriculture durable innovant préserver cadre vie accompagner transition écologique énergétique sos structurer organiser filière alimentaire local enjeu développer circuit court approvisionnement qualité auprès restauration collectif équilibrer offrir alimentaire développer activité transformation agroalimentaire sos maintenir développer production agricole durable enjeu permettre renouvellement génération agriculteur développer offrir produit local qualité développer agriculture durable résilient capable adapter dérèglement climatique respecter patrimoine paysager ressource local sos donner accès sensibiliser alimentation qualité tous enjeu rendre alimentation qualité accessible tous évoluer pratique alimentaire responsable équilibre saisonnalité qualité lutter gaspillage alimentaire sos affirmer identité travers patrimoine gastronomique agricole enjeu développer offrir agritouristique culturel baser mettre partager savoir-faire producteur local artisan alimentaire sos coordonner acteur local objectif pat mettre place gouvernance alimentaire enjeu mobiliser coordonner acteur local objectif pat"
"text382";"contexte agricole alimentaire pat terrer très spécifique agriculture très diversifier haut valeur contexte changement climatique raréfaction ressource eau potentialité agricole mettre danger urbanisation complexité reconquête foncier type esa pêche traditionnel tissu socio-économique important maintenir développer fort dépendance importation alimentaire saisonnalité production agricole pêche rendre complexe accès produit local période estival grand partie population situation précarité alimentaire ville zone rural corse problème mobilité élément contexte thématique proposer description méthodologie collectivité réflexion commun agriculture alimentation élu part ambition fort regard triptyque vivre produire manger"
"text383";"fortement agricole production fortement orienter export population touristique marquage viticulture agrume élevage population rencontre fort difficulté fournir produit local alimentation quotidien territorial rural littoral capter grand partie population pat visée faire face désertification intérieur amélioration qualité vie reconquête espace contexte désordre foncier important"
"text384";"mixte régional corse regrouper commun majoritairement situer milieu rural enjeu problématique monde rural insulaire appréhender charte pnr devoir faire objet mesure appliquer impact concret population vieillissant isolé condition précaire posséder attrait touristique très important saison estival corse drainer toujours flux touristique énorme façade maritime intérieur île priser amoureux nature vouloir arpenter célèbre année partie décider réaliser total autonomie préférer bénéficier service restauration hébergement refuge bivouac proposer pnr nuitée service impliquer logistique conséquent refuge accessible voiture héliportage mettre place année saison compléter régulièrement muletier fournir structure accueil denrée périssable dernier très emballer générateur déchet plastique réutilisable trier place déchet ensuite redescendre refuge moyen centre agréé pat vocation principal mettre place circuit court dernier présenter avantage proposer produit saisonnalité local randonneur limiter déchet générer refuge favoriser emploi local commun limitrophe structure"
"text385";"enjeu patrimoine valoriser protéger préserver foncier agricole maintenir fonctionnalité exploitation agricole soutenir projet installation agricole écosystème alimentaire faire vivre soutenir structuration ensemble filière soutenir opérateur aval filière démarche pôle alimentaire dynamique collectif mutualisation faire connaître promouvoir production local auprès acheteur local gms rhd alimentation vecteur lien faciliter accès physique alimentation qualité sensibiliser habitant alimentation durable sain santé environnement accompagner public précaire accès alimentation qualité mobiliser habitant soutenir projet citoyen"
"text386";"face défi économique environnemental social santé alimentaire territorial pat viser répondre enjeu concerner principalement secteur agricole restauration collectif consommation domicile développement économique enjeu agricole agriculture marquer défi structurel économique renouvellement population agricole vieillissement actif agricole associé diminution nombre exploitation actif agricole menace pérennité secteur mutation exploitation système diversifier durable diversification culture progresser rester minoritaire exploitation labéliser producteur exprimer besoin accompagnement technique administratif améliorer pratique structuration filière agricole meilleur encadrement organisation efficace filière local nécessaire renforcer compétitivité résilience secteur agricole enjeu restauration collectif restauration collectif constituer levier stratégique améliorer alimentation habitant tout soutenir économie local problématique majeur poser enjeu santé public enfant surpoids mettre évidence nécessité favoriser transition alimentaire régime équilibré ancré tradition local gaspillage alimentaire préoccupant repas servir cantine gaspiller proportion atteindre lorsqu agir produit local situation souligner nécessité renforcer sensibilisation dispositif lutte gaspillage alimentaire accès produit local marché restauration collectif production agricole qualité intégration produit local cantine rester limité raison contraint logistique économique enjeu consommation domicile alimentation ménage axe clé pat défi majeur enjeu santé public prévalence maladie chronique lier alimentation diabète obésité maladie cardio-vasculaire élevé nécessiter transition habitude alimentaire sain adapter spécificité local vulnérabilité socio-économique inégalité accès alimentation qualité persister rendre indispensable mettre place action garantir meilleur accessibilité produit local gaspillage alimentaire domestique foyer générer quantité important déchet alimentaire illustrer besoin sensibilisation éducation consommation responsable patrimoine alimentaire riche valorisation savoir-faire culinaire traditionnel levier essentiel encourager alimentation sain local enjeu développement économique pat viser également renforcer attractivité économique appuyer développement agrotransformation filière agricole local incitation installation porteur projet encourager entreprenariat agrotransformation circuit court dynamiser économie local consolidation dynamique territorial atelier transformation agroalimentaire outil structurer ambition devenir moteur attractivité économique favoriser valorisation production local stimulant innovation agroéconomique alimentaire territorial positionner levier stratégique répondre défi structurer approcher cohérent concerter enjeu agricole alimentaire économique"
"text388";"pat défi charte agriculture alimentation croisement trois défi concerner uniquement exploitation circuit court préserver valoriser ressource agriculture emploi préservation foncier installation transmission cultiver qualité territorial pays favoriser transition appui pcaet plan ressource eau gemapi contrat local santé agir mettre adapter concerter volontariste charte agir volet principal relocalisation éducation alimentaire complément action mener précarité alimentaire valorisation culinaire produit terroir mer programme action mettre acteur public priver levier essentiel restauration collectif"
"text389";"terre mer atlantique situer commun département contexte dynamisme démographique pression foncier connaitre préservation espace agricole littoral avérer enjeu majeur diagnostic partager mettre exergue secteur difficulté potentiel dynamiser nombre exploitation surface agricole dédier diminuer appuyer diversité production allier produit terre mer communauté commun porte programme alimentaire relever défi taille objectif développement économique relocalisation alimentation préservation paysage cohésion territorial agir accompagner mutation inscrire projet relocalisation alimentation durée relever enjeu issu diagnostic partager soulever mission enjeu préservation terre optimisation foncier recensement terre disponible lutte friche enjeu installation transmission changement pratique besoin faciliter accès produit qualité durable structurer développement"
"text39";"disposer très bon couverture besoin alimentaire produit carné laitier rester largement déficitaire satisfaire besoin alimentaire population matière légume fruit céréale légume sec nouveau dynamique agricole coupler développement partenariat région voisin producteur historique fruit légume piste améliorer approvisionnement produire local qualité mode alimentaire actuel effet négatif santé mangeur part négligeable population accès raison économique culturel éducationnel mobilité alimentation suffisant qualité"
"text390";"renforcer résilience alimentaire île fragile insularité contexte climatique sanitaire économique incertain adapter système agri-alimentaire renforcer autonomie système agricole alimentation système politique accompagner transition agroécologique élevage fort biodiversité prairial enfrichement sécuriser agriculture vivant tension tourisme réglementation environnemental versus implantation bien exploitation assurer revenir producteur grâce agriculture haut valeur ajouter transformation vente circuit courir mutualisation bien communication valorisation production assurer dynamique transmission installation sécurisation diversification outil foncier production concertation acteur agir intercompréhension cohésion agriculteur consommateur versus exigence croissant rapidité transition"
"text391";"enjeu production local question développement offrir produit alimentaire local enjeu distribution produit local question importation couverture alimentaire enjeu consommation question développement demander produit alimentaire local rôle restauration collectif dynamique demander produit local production local augmenter enjeu dimension social culturel alimentation santé solidarité éducation jardin partager ville économie circulaire"
"text393";"problématique alimentaire identifier diagnostic alimentaire territorial pat miam répartir trois grand axe production consommation dimension social voici synthèse clair problématique production local offrir insuffisant fragile spécialisation excessif canne sucre élevage bovin détriment diversification agricole régression nombre exploitation agricole devoir vieillissement faible rentabilité pluriactivité micro-exploitation fragile économiquement exploitation vieillissement marquer chef exploitation renouvellement jeune manquer structuration filière diversification végétal animal ressource eau limité irrégulier aggraver changement climatique fort dépendance mare nappe manquer accès financement difficulté moderniser exploitation accès difficile terre agricole spéculation foncier production biologique quasi inexistant consommation rupture production local alimentation quotidien fort dépendance alimentaire continental ménage restauration collectif baisser consommation produit frais local profit produit ultra-transformé importé déficit transformation local empêcher intégration produit circuit commercial cantine hôtel cantine scolaire hétérogène qualité adapter approvisionnement local manquer sensibilisation éducation alimentaire jeune patrimoine culinaire dimension social potentiel sous-exploiter pauvreté grandissant précarité alimentaire malnutrition accès difficile alimentation sain érosion patrimoine culinaire fort renommée manquer initiative valorisation savoir-faire culinaire traditionnel inégalité accès produit local prix disponibilité logistique absence infrastructure adapter alimentation solidaire durable problématique révéler système alimentaire déséquilibrer production local affaiblir diversifier consommation majoritairement dépendant importation enjeu social culturel valoriser politique alimentaire programme alimentaire territorial pat miam viser initier transformation durable système alimentaire reposer trois axe stratégique principal enjeu spécifique voici enjeu essentiel identifier programme axe production local enjeu préserver micro-exploitation agricole face pluriactivité exploitant diversifier culture augmenter approvisionnement local dépendre canne sucre élevage bovin structurer collectivement production répondre demander cantine marché local adapter pratique agricole raréfaction ressource eau climat chlordécone stockage axe consommation local enjeu augmenter part produit local alimentation quotidien toutes génération sauvegarder cantine scolaire proximité transformer levier développement local réapprendre consommer saison local créer atelier pré-transformation faciliter intégration produit local restauration collectif axe patrimoine culinaire dimension social enjeu sauvegarder valoriser patrimoine culinaire rayonner extérieur produit emblématique île précarité alimentaire via redistribution solidaire fruit légume combattre malnutrition effet santé obésité surpoids alimentation déséquilibrer enjeu transversal développer cantine durable local équilibré former sensibiliser scolaire agent agriculteur créer circuit court efficace outil groupement producteur centrale achat contrat type"
"text394";"objectif principal pat relocalisation système alimentaire plan action cours permettre accroissement demander produit local sain durable agir communiquer sensibiliser population travailler approvisionnement restauration collectif soutenir filière local"
"text395";"général pat aller permettre relocaliser agriculture alimentation sein vert soutenir filière local encourageant circuit court manger tous faire travail collectif ensemble acteur local collectivité entreprise agricole agroalimentaire artisan producteur citoyen aller mener répondre enjeu"
"text396";"couvrir vaste commun caractériser fort dominant rural densité population faible diagnostic socio-sanitaire mettre lumière indicateur santé lien alimentation médiocre précarité enjeu gradient selon proximité grand ville frontalier"
"text397";"situer franc nord département or vaste département dense armature urbain structuré chapelet centre-bourg village espace rural population âgé décroître compte habitant cadre vie qualité paysage emblématique patrimoine diversifier économie proximité enjeu reconnaître préserver valoriser identité ressource opportunité attractivité tissu économique constituer petit structure associé trentaine entreprise concentrer emploi secteur représenter industrie métallurgie cuir agroalimentaire agriculture primordial soutenir maintien développement activité économique durable faire dynamique créateur emploi matière service offrir développer dernier année enjeu rester accessibilité mobilité numérique levier offrir territorial service équilibré qualité enjeu identifier installation transmission exploitation transition modèle agricole sensibilisation consommateur meilleur structuration circuit-court"
"text398";"espace communautaire ardennais situer département limite interdépartemental département limite ancien canton limite ancien canton grand près extrémité ouest distant trentaine kilomètre agglomération pôle important niveau régional regrouper commun traverser grand infrastructure transport relatif enclavement grand infrastructure passer ouest ardennais distance varier limite caractériser fort proportion emploi agricole tissu économique composer essentiellement très petit entreprise artisanal commercial agriculture secteur économique structurer surface agricole utile occuper exploiter agriculteur secteur totaliser emploi total caractéristique géographique pédologique favorable développement grand diversité production agricole noter entreprise industriel innovant croissance créateur emploi implanter espace communautaire nestlé screb agil ardennais apparaître réel bassin vie structurer ville pôle principal disposer offrir important emploi équipement service très structurant assurer large rayonnement tous ancien canton périphérique jouer rôle pôle secondaire compte réseau exploitation agricole diversifier exploitation agriculture bio drive fermier acteur public associatif engager commun fjep centre social parallèle initiative émerger côté commerçant association existance marché producteur local approvisionnement supérette supermarché exploitant objectif principal communauté commun travers pat fournir tous habitant alimentation qualité proximité enjeu ressortir diagnostic rémunération décent agriculteur renouvellement profession agricole agriculture face enjeu social environnemental changement climatique préservation sol gestion ressource eau développement produit local cantine scolaire application loi egalim aider gestionnaire produit signe qualité produit signe qualité informer producteur entrer egalim dispositif approvisionnement produit local absence plateforme logistique importance sensibiliser alimentation tout âge vie proposer alimentation qualité toutes structure tout âge crèche école ehpad foyer vie aide alimentaire sensibiliser gaspillage alimentaire économie circulaire existence inégalité social santé agir viser réduction transversalité pat compétence porter communauté commun cls déchet ménager"
"text399";"triangle intègre bassin urbain consommation zone production agricole largement dominer espace rural surface dédier espace agricole consacrer grand culture viticulture maintien surface agricole grand culture difficulté accès foncier foncier disponible parcelle grand taille fermer coûteux constituer frein diversification renouvellement génération agricole orientation majoritaire filière local circuit long faible production fruit légume lait viande produit labéliser triangle présenter niveau autonomie alimentaire restreindre restauration collectif constituer levier développement circuit court amélioration qualité produit alimentaire via loi egalim climat résilience imposer produit issu filière qualité restauration collectif produit certifier agriculture-biologique majorité commande tous produit toutes structure confondu orienter grossiste national atteindre objectif nécessiter travailler commander public diversification agricole labéllisation certification production accès alimentation sain durable qualité appui développement observer circuit court constituer également enjeu diagnostic pat mettre évidence besoin éducation alimentation accompagner changement pratique alimentaire auprès public travail pat également révéler personne situation précarité alimentaire augmenter agir répondre constat portant attention particulier initiative développer accès alimentation qualité destination public précaire"
